id,numberofopencreditlinesandloans,numberoftimes90dayslate,numberrealestateloansorlines,numberoftime60_89dayspastduenotworse,numberofdependents,y
44608,1,0,0,0,0,0
41431,6,0,3,0,0,1
68955,21,0,1,1,2,0
4390,4,0,0,1,0,1
49537,7,0,1,0,0,1
95480,17,0,2,0,0,0
83533,8,0,0,0,0,0
57483,14,0,0,0,0,0
12894,14,0,2,0,1,0
71392,10,0,1,0,1,1
99798,5,0,1,0,1,0
55545,3,1,1,1,1,1
30384,1,0,0,1,0,1
18967,4,0,0,0,1,0
75409,16,0,2,0,1,1
41877,4,1,0,0,2,1
71925,9,0,2,1,0,0
38664,2,0,0,0,0,1
32723,2,0,0,0,0,1
30837,6,0,0,0,0,0
50503,4,0,0,0,1,0
59751,8,0,1,0,0,0
87649,6,0,1,0,1,0
27837,15,0,4,0,0,0
72340,18,0,0,0,3,1
88132,1,0,0,0,0,1
67645,9,0,0,0,0,1
33420,11,0,0,1,4,0
77204,3,1,0,1,6,1
81340,5,0,0,0,0,0
83569,12,0,3,0,0,0
78004,10,0,1,1,2,0
71720,12,1,2,0,0,1
67929,3,0,0,1,0,1
9415,17,0,1,0,0,0
85607,3,2,1,0,2,1
11555,7,0,1,0,2,0
57098,12,0,1,0,0,0
63422,8,0,1,0,0,1
81069,9,0,2,0,0,0
47142,8,0,2,0,1,0
28636,11,0,0,0,2,0
50047,1,2,0,0,0,1
3542,3,0,0,0,0,1
17063,5,0,0,0,0,1
37503,9,2,2,0,1,1
43645,12,0,2,0,0,1
91737,8,0,0,0,0,0
8816,13,0,1,0,1,0
36654,5,0,1,0,2,0
74677,5,1,0,2,0,0
5797,10,1,0,0,0,1
14673,12,0,1,0,0,0
31138,9,1,6,3,0,0
88968,5,0,1,0,2,1
11551,2,0,0,0,0,0
99210,6,6,1,2,0,1
67338,5,0,0,0,0,1
25334,6,0,2,1,0,1
36893,15,0,0,0,0,1
96063,19,0,2,0,1,0
17822,7,0,1,0,0,0
63340,11,0,2,0,0,0
52941,9,0,1,0,2,1
51212,47,0,1,0,0,0
33725,8,1,0,0,3,1
80335,13,0,0,0,0,0
97887,12,0,3,0,1,1
87608,6,0,0,0,3,0
519,7,0,1,0,0,0
94434,6,0,1,0,2,0
19263,9,0,0,0,0,0
75940,0,1,0,0,1,1
7732,6,0,2,0,0,0
42473,13,0,1,0,1,0
11457,6,0,0,0,1,1
70603,12,0,2,0,0,0
42398,6,0,0,0,0,0
87258,11,0,2,0,3,1
69859,16,0,2,0,0,0
79152,9,2,2,2,1,1
96557,10,0,2,0,2,0
59110,7,1,0,1,0,1
27173,9,0,2,0,2,1
51511,1,2,0,0,0,1
88165,8,0,2,0,3,0
34847,1,0,0,0,0,1
15356,5,0,0,2,0,0
24209,6,0,1,0,1,0
18763,9,0,3,0,0,1
17850,12,0,1,0,0,1
49195,6,0,0,0,3,1
40239,3,0,0,0,4,0
20863,6,0,1,0,1,0
59576,6,0,1,0,4,0
40087,6,0,0,0,3,0
23031,6,1,0,1,0,1
19343,1,0,0,0,3,1
1639,5,0,2,0,0,0
2084,2,0,0,0,1,0
24251,11,0,0,1,0,1
95948,10,0,3,0,0,1
3976,7,0,1,0,1,0
42350,0,0,0,0,3,1
80445,9,0,0,0,0,0
74053,9,0,1,0,0,0
80053,7,1,0,0,1,1
66795,12,0,1,0,0,0
56656,11,0,1,0,0,0
48585,2,0,0,0,0,0
28349,6,0,0,0,1,1
60524,10,0,1,0,3,1
23567,5,5,0,0,3,1
79536,2,1,0,1,0,1
86359,2,1,0,0,0,1
97775,5,2,0,0,2,1
50566,7,1,2,0,6,1
82032,10,0,2,0,0,1
80643,10,0,0,0,0,1
39688,14,0,2,0,0,1
92149,12,0,1,0,0,0
5136,14,0,2,0,0,1
31001,3,0,0,0,0,0
78836,7,0,1,0,0,0
64667,12,0,2,0,1,0
48415,1,2,0,0,0,1
97366,1,0,0,0,0,0
71761,1,1,1,0,0,1
76938,5,0,0,0,2,0
56905,14,0,0,0,0,0
87813,5,0,2,0,1,0
74103,6,0,1,0,0,0
63644,4,0,0,0,0,0
89695,5,0,0,1,0,1
47908,21,0,0,0,2,1
42860,5,5,0,0,2,1
64808,3,0,0,0,0,0
2716,7,0,2,0,1,1
455,9,0,0,0,0,0
1901,1,0,0,0,0,0
20415,0,1,0,0,2,1
74202,9,0,0,0,1,1
75949,22,0,2,0,0,0
73072,17,0,2,0,1,1
89891,8,0,0,0,0,0
97816,14,0,2,0,1,0
64929,12,0,2,0,0,0
25681,11,3,1,1,2,1
70356,14,0,0,0,0,1
34588,4,0,1,0,1,0
63607,8,0,2,0,0,0
49095,9,0,2,0,0,0
68899,8,0,2,0,1,0
52447,10,1,1,7,1,1
79267,5,0,2,0,0,0
82421,12,0,1,0,0,0
16116,6,0,1,2,1,1
94639,14,0,2,0,0,0
56285,8,1,0,1,0,1
30332,14,0,2,1,0,1
94880,25,0,3,0,2,0
10694,17,0,2,0,1,0
79110,12,0,1,1,1,1
23526,4,0,0,0,2,0
26037,12,0,1,0,2,0
85094,4,0,0,0,0,0
28356,13,0,4,0,3,1
31025,6,0,2,0,0,1
44078,4,0,0,0,0,0
77710,10,0,0,0,0,1
4101,6,0,0,0,0,0
68193,4,0,0,0,3,1
31701,7,0,0,1,2,0
82950,13,0,2,0,1,0
15853,1,1,0,0,1,1
51058,3,0,0,0,0,1
39130,5,0,0,0,0,0
8210,2,0,0,0,5,1
3151,4,2,0,0,0,1
7307,8,0,1,0,1,0
1085,11,0,3,0,0,0
25330,0,98,0,98,1,1
69087,7,0,1,0,1,0
68439,10,0,2,0,2,0
38268,17,0,1,0,0,1
45437,21,0,14,0,0,0
37620,11,0,1,0,3,1
53844,12,0,1,0,0,0
60477,3,0,0,0,0,1
32052,7,0,3,0,2,0
68894,8,0,1,0,0,1
13528,2,0,0,0,0,1
41307,8,0,3,0,0,0
43315,10,0,1,0,0,0
15677,11,0,2,0,0,0
23149,4,0,1,0,0,0
7606,1,2,0,1,3,0
91027,5,0,0,0,2,0
91745,1,1,1,0,2,1
32624,4,4,0,1,3,1
30200,14,6,4,2,1,1
55810,12,0,2,0,0,0
36707,20,0,3,0,1,1
30765,12,0,2,0,0,0
88714,7,0,0,0,0,0
58460,7,0,0,0,0,0
63429,13,0,1,1,1,1
84452,2,0,0,0,2,1
29113,17,0,4,1,1,1
73687,0,98,0,98,1,1
13325,4,0,1,0,1,0
22231,2,0,0,0,0,1
74152,23,0,0,0,2,1
28491,4,0,1,0,2,0
5092,14,0,1,0,1,0
32,1,0,1,0,1,0
21634,9,0,3,0,2,0
35910,3,0,1,0,0,0
96774,10,0,2,0,0,1
84312,5,0,1,0,1,0
91676,8,0,0,0,0,0
75956,4,0,1,0,4,1
24183,28,0,6,0,1,0
65952,17,0,3,0,2,0
62375,13,0,1,0,2,0
91634,3,0,0,0,0,0
36488,5,0,0,0,2,1
16482,7,0,0,0,3,0
1656,5,0,0,1,0,0
75602,12,0,2,0,0,0
42804,3,0,0,0,0,1
23729,6,0,0,0,0,0
85548,9,0,1,0,0,1
34841,14,0,0,0,1,0
32943,4,0,0,0,0,0
35699,6,0,0,0,3,1
76945,22,1,2,0,2,0
76367,5,0,0,0,2,0
85910,8,0,1,0,0,0
74234,16,1,1,0,0,1
52882,8,3,1,1,2,1
15828,17,0,1,0,2,0
4304,10,0,0,1,0,1
84064,14,0,1,0,3,0
87635,6,0,0,0,0,1
88744,12,3,1,1,0,1
46881,3,0,0,0,2,0
18165,5,0,0,0,0,1
32015,4,0,1,0,0,1
12218,7,1,0,0,1,0
4791,4,0,0,0,0,1
85214,12,0,2,0,1,0
80250,12,0,2,0,2,0
2274,7,0,1,0,0,1
84423,7,0,2,0,1,0
71361,0,98,0,98,3,1
8962,5,0,0,0,0,0
43903,6,0,0,0,1,0
90769,9,0,0,0,1,1
99098,22,0,1,0,4,0
9160,14,0,0,1,2,1
61013,8,3,0,0,0,1
29192,4,0,0,0,0,1
22133,10,0,0,0,1,0
22548,8,0,2,0,1,0
17940,1,0,0,0,0,0
52465,6,0,0,0,0,0
98691,10,0,1,0,1,0
59678,14,0,2,0,0,1
51719,9,0,1,0,1,0
92304,13,0,2,0,2,0
23457,4,0,2,0,0,0
36523,5,2,2,0,0,1
59437,4,0,1,0,0,0
48269,6,0,0,0,0,0
47840,10,0,2,0,3,1
57434,6,0,2,0,1,0
5998,11,0,1,0,0,0
54399,4,1,1,1,2,1
44827,14,0,2,0,2,1
36219,0,98,0,98,0,1
21740,4,0,1,0,0,0
24987,21,0,2,0,1,1
32576,11,0,1,0,1,1
81222,8,0,1,0,2,0
20083,1,0,0,0,1,1
86140,13,0,1,0,1,0
90694,6,0,3,0,1,0
90732,10,0,1,0,2,1
68063,6,0,0,0,0,1
11041,4,3,0,3,3,1
3391,11,0,2,0,1,1
81337,3,0,2,0,4,0
37791,33,0,3,0,0,1
14368,11,1,1,1,0,1
75222,7,0,0,0,0,0
92328,25,0,1,0,0,0
8559,1,0,0,1,0,1
26358,4,0,1,0,1,1
14400,19,0,2,1,3,1
79009,5,0,0,1,2,1
36756,8,0,2,1,0,1
59775,26,0,8,0,1,0
8128,5,0,1,0,3,0
53351,12,0,2,0,0,0
28207,7,0,2,0,2,0
40166,7,0,2,0,1,1
95274,1,0,0,1,1,1
29331,13,0,1,0,0,0
4433,5,0,1,0,1,0
28248,0,0,0,0,2,1
91164,10,0,1,0,3,0
69808,8,0,1,0,0,0
14797,16,0,2,0,1,0
32522,22,0,2,0,0,0
34120,1,0,0,0,2,0
30572,13,1,1,2,2,1
24016,12,0,0,2,2,1
7220,7,0,2,0,2,0
22903,10,0,2,0,2,0
47038,14,0,2,0,0,1
80057,11,0,1,0,0,1
47167,0,3,0,0,0,1
29187,7,0,2,1,0,1
63262,9,0,2,0,1,1
58784,13,0,2,0,0,0
15518,3,0,0,0,1,0
94363,8,0,2,0,0,0
8242,10,1,0,1,0,1
45998,17,0,2,0,0,1
50089,19,4,4,2,1,1
62879,16,1,1,0,1,1
50318,18,0,4,1,1,0
44920,4,0,0,0,6,1
87293,6,0,1,0,0,0
87684,8,1,0,0,4,1
82599,18,0,2,0,2,0
34577,7,0,1,0,1,0
52894,6,0,0,0,0,1
91160,21,0,0,0,0,1
6399,7,0,2,0,1,1
10545,18,0,1,0,0,0
43133,6,2,1,0,2,1
66389,7,0,0,0,1,0
74419,4,0,0,0,0,1
79120,8,0,0,0,2,0
38699,4,2,3,0,1,1
15972,8,0,1,0,0,0
95906,9,0,1,0,1,0
8865,2,0,0,0,0,0
71115,8,1,0,0,1,1
24306,5,0,0,0,0,0
41831,2,1,0,2,0,1
19133,3,0,0,0,2,0
66532,8,0,1,0,0,0
45403,3,0,0,0,2,0
67286,15,0,3,0,2,0
62655,6,0,0,0,0,0
57545,14,0,1,0,2,0
22082,12,0,1,2,1,1
99373,10,1,0,1,1,1
77943,2,0,0,0,0,0
83820,10,0,1,0,3,0
29550,9,0,1,0,2,0
58981,6,0,1,0,0,0
33778,9,0,2,0,1,0
5089,7,6,1,0,0,1
7725,5,0,0,1,2,0
44320,12,0,1,0,1,1
93700,3,0,0,0,0,1
47881,4,0,1,0,0,0
64931,10,0,0,1,0,1
51927,11,0,0,1,0,1
91054,3,0,1,1,0,1
53803,9,0,2,0,0,0
44069,4,0,0,0,1,0
44306,1,2,0,0,2,1
40572,7,1,1,0,0,1
49205,21,0,2,0,2,1
55390,1,0,0,0,1,0
11831,6,1,0,0,1,0
60354,15,1,1,0,2,0
38800,5,1,0,1,1,1
45568,3,1,0,1,3,1
65642,1,0,0,1,0,1
14006,6,2,0,1,3,1
99041,8,0,1,0,0,0
26480,4,0,1,0,2,1
36552,7,0,3,0,0,0
17029,10,0,0,0,0,1
4317,3,1,1,2,1,1
56525,3,0,0,0,0,0
58304,6,0,1,0,1,0
70568,20,1,1,1,1,1
88091,5,1,1,1,2,1
83583,7,0,0,0,1,1
85496,12,0,0,0,0,1
70668,12,0,1,0,0,0
4107,0,0,0,0,0,1
47037,9,0,1,0,1,0
23273,3,0,0,1,0,0
60122,6,0,1,0,0,1
54768,8,2,2,0,0,1
7813,19,0,0,1,0,1
23015,6,0,1,0,0,0
27749,12,0,5,1,1,1
79641,9,0,0,0,0,1
49401,10,0,2,0,2,1
23647,18,0,3,0,3,1
25357,9,0,1,0,0,1
81570,13,0,0,0,0,0
69069,3,0,0,0,0,1
71375,5,0,0,0,0,0
37979,5,3,1,1,2,1
14754,11,0,1,1,0,0
19616,13,0,1,2,0,1
76410,13,0,0,0,2,1
52883,6,0,0,0,1,1
68684,2,0,0,0,1,1
73408,5,0,0,0,1,0
99341,3,0,1,0,0,0
71630,6,0,1,0,2,1
85680,6,0,0,0,1,1
35857,9,0,3,1,1,1
92962,8,0,0,0,0,0
1546,6,1,2,0,0,1
51175,0,96,0,96,0,1
26252,3,2,0,0,0,1
13172,4,0,0,0,0,0
85110,3,0,0,0,2,1
69972,5,0,2,0,1,0
31884,4,0,1,0,1,0
9244,11,0,2,0,0,0
45418,12,0,0,0,0,0
26035,19,0,2,0,1,0
72037,4,0,1,0,0,0
22602,7,0,0,0,2,0
39522,6,0,0,0,0,0
41176,6,0,1,0,1,0
15433,4,0,1,0,2,0
29164,6,0,0,0,0,0
17108,7,0,1,0,2,0
55261,5,1,0,1,0,1
89499,8,0,1,0,0,0
59375,12,0,0,0,0,1
46961,13,0,3,0,1,0
29831,3,0,0,0,1,0
26386,0,0,0,0,1,1
34256,4,0,0,0,0,0
48036,1,0,0,0,0,1
70963,3,0,1,0,0,0
27244,5,0,0,0,0,1
31513,2,0,0,0,0,1
94400,5,0,1,0,1,1
26294,4,0,1,0,1,0
85966,37,0,2,0,2,1
51208,11,0,0,0,0,1
78797,13,0,4,0,1,1
87937,8,0,1,0,2,1
57173,15,0,9,0,1,0
37975,15,0,2,0,1,0
93963,11,4,1,2,3,1
14972,8,0,0,0,0,0
52273,22,0,2,0,0,0
16611,3,0,0,0,0,0
66954,10,0,2,0,0,0
7671,16,0,2,0,1,0
89363,1,0,0,0,0,0
7803,11,1,2,0,1,0
1935,13,0,0,0,0,0
14184,10,1,1,0,1,1
76619,8,0,1,0,0,0
9349,13,0,2,0,1,1
74023,11,0,1,0,0,1
15135,5,0,2,0,0,1
45113,11,0,0,0,0,0
77054,2,0,0,0,1,0
67938,5,0,2,0,2,0
42097,0,98,0,98,0,1
77481,2,0,0,0,3,1
21631,3,2,0,1,0,0
62988,6,0,1,0,3,0
99223,2,0,0,0,0,0
27751,5,0,2,0,0,1
2722,8,0,1,0,0,0
25057,10,0,1,0,3,0
67082,8,0,1,0,2,0
49589,6,0,1,0,0,1
97312,8,0,1,0,3,1
42565,6,2,1,1,1,0
40820,1,0,0,0,1,1
51754,5,1,2,1,0,1
81608,12,0,3,0,1,0
51234,5,0,1,0,0,0
56541,8,1,1,0,0,1
95778,9,0,0,0,2,1
53433,11,0,1,0,1,0
64638,9,0,2,0,3,1
95495,21,0,2,0,0,1
63116,2,0,1,0,2,0
13083,6,1,0,0,1,1
8981,3,0,0,1,2,1
9281,5,0,0,0,0,0
24509,7,0,1,1,3,0
52293,15,0,1,0,0,1
18098,7,0,1,0,1,0
60960,19,0,2,0,3,1
52104,9,0,0,0,1,0
96031,13,0,1,0,0,0
55656,6,0,2,0,1,1
43727,9,0,1,0,0,1
75358,1,0,0,0,1,0
95732,5,0,1,0,2,0
52985,2,0,0,0,1,0
84964,10,0,0,0,0,0
34322,27,1,0,0,1,1
99431,2,0,0,1,0,1
84728,11,0,1,0,1,0
22146,18,0,1,0,0,1
95591,4,0,0,0,0,0
438,5,0,0,0,1,0
74268,14,0,6,2,1,0
75717,2,2,0,0,2,1
73783,2,1,0,0,3,1
84619,2,0,0,0,0,0
6946,2,1,2,1,0,1
73309,6,0,1,0,1,1
15736,5,1,1,1,0,1
63898,7,0,1,0,0,0
24435,12,0,2,0,3,1
10055,1,0,0,0,0,0
1195,4,1,1,0,0,0
29407,5,0,0,0,0,0
53214,9,0,1,0,0,0
84067,12,1,0,0,2,1
73495,48,0,0,0,0,1
21116,12,0,1,0,2,1
50576,8,1,0,2,0,1
84775,1,3,0,0,7,1
59882,20,0,1,0,0,0
44569,5,1,1,1,0,1
24848,4,0,2,1,4,1
51138,8,0,1,0,1,1
2995,6,0,1,0,0,0
17793,10,0,3,0,1,1
40241,14,0,0,0,2,0
99556,12,0,4,0,1,1
5101,1,0,0,0,1,1
35588,15,0,0,0,1,1
53941,6,0,3,0,0,0
17060,5,0,0,0,1,1
22042,7,0,0,0,0,1
81824,6,0,3,0,0,0
83425,2,0,0,0,0,0
99898,1,0,0,0,2,1
51779,15,0,1,0,3,0
74200,7,0,2,0,2,1
10670,14,0,1,1,0,0
36171,14,0,4,0,0,0
85682,7,0,1,0,3,1
98647,12,4,0,0,1,1
79715,8,1,1,0,0,1
97162,7,0,0,0,0,1
29020,7,0,0,0,0,0
38014,4,1,0,1,2,1
35852,18,0,1,0,3,0
55111,3,0,0,0,1,1
7441,6,0,1,0,0,1
74435,15,0,2,0,1,1
88743,6,2,1,0,2,1
12312,13,0,4,0,0,0
53757,11,0,3,0,1,1
81611,9,0,3,0,0,1
16017,14,0,1,0,0,0
65365,20,0,2,0,0,1
23243,7,0,1,0,2,1
69242,3,0,0,0,0,0
84852,1,2,0,0,0,0
84137,10,0,0,0,0,0
76656,3,4,2,1,0,1
52026,1,1,0,0,0,1
47490,5,0,1,0,0,0
30984,19,0,3,0,0,0
94896,4,0,0,0,0,0
76555,3,1,0,0,1,0
36225,7,0,0,0,0,0
84244,6,1,1,1,2,1
17811,1,1,0,0,0,0
80397,8,0,3,0,2,0
65567,12,0,0,0,0,0
5681,13,0,0,0,1,0
91847,12,0,2,1,0,1
78269,7,0,2,0,5,0
32561,0,98,0,98,0,1
14027,2,3,0,0,2,1
87075,13,2,1,1,0,1
82647,0,1,0,0,0,1
54682,22,0,1,0,0,0
7995,4,0,0,0,0,0
24483,5,1,0,0,1,1
29019,13,0,1,0,2,0
8667,3,0,0,0,0,0
12672,9,0,0,0,3,1
5250,11,0,3,0,2,0
59556,1,0,0,1,0,1
25753,14,0,3,0,0,0
22952,11,2,2,3,2,1
71946,4,1,0,0,0,1
76320,4,2,0,2,3,1
25015,3,0,0,0,0,1
18357,10,0,1,0,0,1
91724,8,0,0,0,2,0
85566,7,0,0,0,0,1
79535,15,0,4,0,0,1
55552,14,0,3,0,1,1
50616,6,0,0,1,0,1
93462,9,0,0,3,2,1
94758,12,0,2,1,0,0
10241,23,0,5,0,1,1
88717,10,0,0,1,1,1
32652,7,0,1,0,0,0
92867,5,0,2,0,0,1
95336,10,0,0,0,2,0
2732,4,0,1,1,2,1
44713,10,0,1,0,2,0
67951,3,0,0,0,0,0
66674,4,3,1,0,0,1
9794,13,0,3,0,0,0
9939,3,0,0,0,1,1
26240,9,0,1,0,0,1
69158,12,0,0,0,1,0
49711,3,4,0,1,2,1
81720,7,0,0,0,1,1
54629,3,0,1,0,0,0
11805,1,3,0,1,2,1
41448,2,0,0,0,2,1
90396,19,0,2,0,0,0
76649,9,0,1,0,3,1
82102,15,0,2,0,0,0
41681,7,0,1,0,0,0
78349,11,2,3,0,0,1
98053,6,0,1,0,1,1
4549,7,0,2,0,1,0
62675,10,0,2,0,2,0
58793,13,0,1,0,0,1
233,8,0,2,0,0,0
58589,9,2,1,0,1,1
2460,11,0,0,0,0,0
23745,7,1,0,1,0,0
86404,8,0,1,0,3,0
85320,6,0,3,0,3,0
65327,7,0,2,0,1,1
23586,3,0,0,0,2,0
96964,6,0,1,0,0,1
29620,11,2,1,1,3,1
20887,1,0,0,0,1,1
27439,5,4,0,1,5,1
36494,11,0,2,0,0,1
66792,5,0,2,0,0,1
68246,1,0,0,0,0,1
90866,1,0,0,0,0,1
70312,9,0,2,0,2,1
51566,22,0,2,0,0,0
48448,5,1,0,0,4,1
84773,12,0,1,0,1,0
65793,12,0,1,0,3,0
93533,12,0,2,0,0,0
98102,1,0,0,1,0,1
21723,0,0,0,0,0,1
58704,9,1,1,0,0,1
37763,45,0,2,0,2,0
85303,8,0,2,0,1,1
441,9,3,0,1,0,1
13126,17,0,1,0,0,1
27039,4,0,0,1,0,1
79605,8,0,1,0,1,1
74475,0,98,0,98,2,1
78131,6,0,0,0,0,0
10562,7,1,2,1,1,1
20210,4,2,1,1,1,1
84403,5,0,0,0,1,0
52107,18,0,2,0,3,1
22376,16,0,2,0,3,0
29791,9,0,1,3,0,1
58520,15,0,2,0,0,1
38513,8,0,2,0,0,0
95018,18,0,2,0,0,0
49235,19,0,2,0,3,0
31998,10,1,0,0,0,1
44063,10,0,1,0,0,0
55995,9,0,0,0,0,0
50975,16,0,1,0,4,0
23066,15,0,4,0,1,1
49140,7,0,2,0,0,0
11292,7,0,0,1,0,1
39949,16,0,1,0,1,1
28477,3,2,0,2,2,1
40397,10,0,0,0,0,0
90185,8,0,1,0,1,0
44683,8,0,1,0,2,0
84537,13,0,1,0,2,1
10279,15,0,2,0,1,0
39172,16,0,2,0,1,0
87901,3,0,1,0,1,0
13916,13,0,2,0,1,0
25122,4,0,2,1,0,1
98092,4,0,0,0,2,0
25504,0,0,0,0,2,1
24947,4,0,2,0,2,0
72865,6,0,0,0,0,1
69043,2,1,1,0,0,0
56363,7,0,2,0,2,0
98853,3,0,1,0,2,1
41553,9,0,2,0,0,0
40754,7,0,1,0,0,1
4998,11,0,1,0,3,0
48298,6,0,1,0,3,1
38710,1,2,0,1,0,1
82847,8,0,0,0,1,0
95653,9,0,0,0,0,1
43820,4,1,1,0,0,1
51582,10,0,2,0,0,1
39983,9,1,0,0,2,1
39975,23,0,1,0,0,0
10381,11,0,1,0,0,1
16264,2,3,0,0,0,1
76814,11,0,1,0,1,1
85840,0,1,0,0,0,1
52780,3,0,1,0,0,0
13683,12,0,0,0,0,0
14200,2,0,0,0,1,0
52305,9,0,2,0,0,1
81703,17,0,2,0,1,1
94794,11,0,3,0,1,1
28039,4,0,0,0,0,0
70342,3,2,0,0,0,1
87729,18,0,2,0,1,1
57498,12,1,3,0,1,1
13177,14,0,2,0,0,1
94829,15,0,1,0,2,0
84360,8,0,2,0,1,0
86475,4,0,0,1,1,1
3057,19,0,1,0,1,0
60475,26,0,1,0,1,0
74528,10,0,2,0,5,1
32339,18,1,1,0,1,1
51254,9,0,2,0,2,1
60895,5,0,1,0,1,0
28405,7,0,0,0,0,0
20779,9,0,1,3,2,1
72848,7,0,3,0,0,0
570,14,0,2,0,2,1
70780,1,0,0,0,0,1
39407,0,98,0,98,0,1
29462,9,1,0,0,2,1
714,17,0,2,0,1,1
21622,8,0,1,0,0,0
83802,5,0,2,0,3,0
59058,6,0,0,0,0,1
51790,6,0,2,0,2,0
20466,5,0,2,0,1,0
42027,6,0,0,0,2,0
47861,13,2,1,1,0,1
99842,2,1,2,0,2,1
49220,20,0,0,0,0,0
67972,9,0,2,0,1,0
49331,2,0,1,0,2,0
9174,7,0,3,0,1,1
19767,15,0,2,0,6,0
73002,10,0,1,0,0,1
89168,8,0,2,6,4,1
60012,8,0,0,0,1,1
95644,7,0,0,0,0,0
84459,9,0,3,0,1,0
52712,5,2,1,2,4,1
70417,8,0,0,0,1,0
86860,7,0,4,0,2,0
6621,4,0,0,0,0,0
47864,7,0,1,0,0,1
73655,7,0,2,0,2,0
1202,6,0,2,0,0,1
53710,8,0,2,0,1,0
93900,2,0,1,0,0,0
99983,22,0,2,0,1,1
8492,16,5,1,0,0,1
54600,12,1,3,1,0,1
27974,10,0,1,0,1,1
20478,7,3,1,1,0,1
48016,13,0,0,0,1,1
57602,8,2,0,1,1,1
15871,4,0,2,0,1,1
20573,7,0,0,0,1,0
55944,8,0,0,0,3,1
74433,1,0,0,0,0,0
51412,12,0,2,0,0,0
61179,8,2,0,2,1,1
49387,1,0,0,0,0,0
80444,5,0,0,0,1,1
3248,0,3,0,0,1,1
79932,5,0,1,0,4,1
30378,11,0,1,0,0,0
32717,0,0,0,0,0,1
70509,2,0,0,0,1,0
67582,20,0,6,0,0,1
55075,1,0,0,1,0,1
60435,9,0,2,0,0,0
58037,1,1,0,0,2,1
65028,7,0,0,0,2,1
42491,13,1,0,1,0,1
60950,7,0,2,0,1,0
38210,5,1,0,0,0,1
21824,7,0,2,0,4,1
93793,0,98,0,98,1,1
93290,19,0,1,0,1,0
94841,19,0,2,0,0,1
64248,8,0,1,0,3,1
14089,17,0,0,0,0,1
30519,5,0,2,0,0,0
431,4,0,0,0,3,0
3997,3,1,0,0,3,1
2264,0,0,0,0,0,0
28549,9,0,0,0,3,0
43440,0,0,0,0,0,1
70320,2,3,0,1,0,1
36910,2,0,0,0,2,0
89326,7,3,0,3,1,1
38164,15,0,1,0,0,0
65194,14,0,3,0,3,1
5901,3,0,0,0,0,0
69176,5,0,0,0,3,0
89990,15,0,0,0,0,0
97598,12,0,1,0,2,0
44741,7,0,0,0,0,0
1595,13,1,1,0,1,1
69379,2,0,0,1,2,1
5151,4,0,0,0,0,0
95234,16,0,0,0,0,0
1454,6,0,2,0,1,0
59829,18,0,1,0,2,0
18041,2,1,0,0,0,1
22878,11,0,1,0,0,0
46816,4,0,0,0,1,1
39565,6,0,1,0,4,0
30505,8,0,1,0,0,0
58341,10,0,0,1,0,1
17391,5,0,0,0,0,0
66246,4,0,0,0,0,1
73663,14,0,1,0,2,0
58808,17,0,2,0,0,0
56201,23,0,0,0,2,1
77685,9,0,0,0,0,0
97678,17,0,2,0,1,0
79465,5,0,1,0,2,0
60550,4,0,1,0,0,0
12659,2,0,0,0,4,1
47298,9,1,2,2,1,1
99679,5,0,1,0,3,0
56355,6,0,0,0,1,0
83592,7,0,0,0,2,0
72063,3,0,0,0,0,1
13263,6,0,0,0,0,1
85498,12,0,4,0,1,1
57905,0,98,0,98,0,1
33262,10,0,1,0,3,1
26029,5,0,0,0,3,0
92703,14,0,1,0,0,0
53139,9,0,1,0,2,0
29753,9,0,1,0,0,0
29645,9,0,1,0,0,0
48238,5,0,1,0,2,1
85202,3,0,0,0,0,0
66181,12,0,1,0,1,0
65880,5,0,1,0,2,1
13734,14,0,1,0,0,0
59157,1,0,0,0,0,1
60870,20,0,1,0,1,0
58465,7,4,0,0,0,1
60119,30,0,2,0,0,1
51450,6,0,0,0,0,0
34926,3,1,1,1,0,1
92830,4,0,1,0,0,0
4554,9,0,0,0,0,0
56506,5,1,2,1,0,1
43075,15,0,1,0,2,1
83447,5,0,2,1,0,0
12687,1,3,0,1,2,1
74406,11,0,2,0,1,1
53685,18,0,2,0,1,0
89389,13,0,2,0,1,1
47751,4,0,0,0,1,1
36684,7,0,0,0,0,1
39902,8,1,2,0,2,1
31080,10,0,2,0,2,0
52101,10,0,1,0,1,1
82896,7,0,0,0,1,1
26243,11,0,2,0,2,0
20303,23,0,0,0,0,0
74530,13,3,1,4,0,1
12408,8,0,0,0,0,1
98078,0,0,0,0,4,1
66158,7,0,2,0,0,0
83351,14,0,2,0,2,0
68643,5,0,0,0,0,0
48655,2,0,0,0,0,1
95990,13,0,1,0,0,0
52865,23,0,3,0,1,1
26322,7,0,0,0,1,0
71700,20,0,1,0,1,0
3631,3,0,0,0,0,0
98968,1,0,0,0,0,0
74231,14,0,0,0,1,0
96665,14,0,0,0,4,1
21560,10,0,1,0,2,0
7539,10,0,2,0,1,1
6848,10,1,0,1,3,1
19584,8,0,1,0,0,1
90995,9,0,2,0,1,0
39307,4,0,0,0,0,1
66630,14,0,2,0,1,0
41361,2,0,1,1,2,1
66916,2,1,0,0,1,1
24735,4,0,1,0,0,0
11181,10,0,0,0,3,0
93410,3,0,0,0,0,0
84637,15,0,3,0,1,0
38574,32,0,0,0,0,0
35536,13,0,1,0,0,0
18917,8,0,0,0,0,0
9137,7,2,1,2,0,0
